productId,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10
CJ1300-401,CJ1300-401,AT7993-414,AT7993-414,CJ1306-401,CJ1306-401,BQ5430-401,BQ5430-401,AT7975-606,AT7975-606,AT7996-414
880848-005,AT8240-003,BV7756-001,BV0389-001,AT8241-002,CD4570-300,AR4561-200,CJ0404-001,AO3095-100,BQ5467-101,BQ5467-101
AT8240-003,AT8241-002,BV7756-001,CD4570-300,CJ0404-001,880848-005,CJ0509-001,CD7288-001,CD7287-003,BV0389-001,CJ0710-004
942851-002,AR5676-401,AH7858-010,AR5677-200,CD4573-001,CN6867-001,AQ2222-200,AQ2210-002,AQ2203-003,AH7857-009,BQ7043-668
AR5677-200,AR5676-401,CN6867-001,CD4573-001,BV0614-005,942851-002,AQ2210-002,AQ2203-003,AV6259-500,BV5739-500,BV5740-101
CI9949-001,CD5086-500,CD5082-001,AO2605-600,CD0191-009,AT1198-401,AT1198-401,AH7857-009,CD0189-001,CD0188-101,BQ5401-001
AJ6959-717,AJ6959-717,CD4161-606,CD4161-606,CD4173-606,CD4173-606,CD4159-606,CD4159-606,CD4156-606,CD4156-606,AO3258-080
415445-102,AQ0927-100,AO4971-700,AT6174-004,844127-108,844127-108,849559-004,849560-001,AQ0925-002,AQ2567-002,325213-139
BQ5422-200,CD4962-001,BQ5467-101,BQ5467-101,AH7858-010,BQ7043-668,CD3460-010,BQ3202-011,BQ3203-007,CJ0710-004,CN6881-300
AT7975-606,AT7975-606,BQ5430-401,BQ5430-401,AT7993-414,AT7993-414,AT7978-414,AT7978-414,CJ1300-401,CJ1300-401,BQ5435-703
553558-125,553558-125,CK3022-005,AR5149-005,528895-003,310805-137,554724-066,554724-050,CD6105-007,487471-003,133000-106
AQ0925-002,AQ0927-100,AQ4126-100,CK5669-400,AQ0926-001,AH8050-100,CJ0588-001,AH6789-023,CT1264-101,CI3868-001,AO2924-401
CD6404-800,BV1021-007,CJ9585-600,CD8526-446,AO4971-700,AT6174-004,CJ1379-001,CT1020-001,AQ0927-100,BQ3610-100,CN7383-300
AQ4176-049,AQ4176-049,AT7898-104,AT7898-104,CD6720-808,CD6720-808,CD6720-808,CD6721-808,CD6721-808,AQ4174-049,AQ4174-049
CT3632-001,CT3632-001,CT3110-400,CT3110-400,CK0980-002,CK0980-002,705265-006,923112-001,923112-001,CJ0882-001,CJ0882-001
CK2718-003,CK2719-400,CK9670-100,CT5063-100,CK9671-001,CI3868-001,AO2924-401,CI3870-100,AR9293-603,BV1712-001,CI1246-302
AO2924-401,CI3868-001,CI3870-100,AR9293-603,CD0683-600,CT5229-001,AH6789-023,CD6615-100,CI3709-001,AQ0927-100,CK2531-001
AR4229-003,CK1195-101,AR4229-003,CN7383-300,BQ5467-101,BQ5467-101,AH7858-010,AQ2222-200,BQ7043-668,CD3460-010,CJ0219-400
AQ8306-407,CD8526-446,CJ0861-017,CJ0861-010,CJ6314-146,CD3395-006,CD3395-006,CN5455-160,CD3398-063,CJ0818-146,CN5455-160
CD0490-104,CD0490-101,CD0881-104,CN8490-100,CQ6639-001,CT2007-100,CT4352-104,CU0675-300,AJ7695-100,AJ1285-101,AQ0927-100
CT5342-007,310805-137,528895-003,AR5149-005,487471-003,414571-030,414571-030,313358-006,313358-006,CI1236-100,130690-017
CI3705-600,807443-503,AQ0925-002,CK5669-400,AJ1285-101,CJ0588-001,AQ0927-100,AH8050-100,AQ4126-100,CT1264-101,CD0132-001
AQ7878-003,AQ7878-003,AR7718-001,AR7718-001,AT7324-001,AT7324-001,CK0980-002,CK0980-002,CT3632-001,CT3632-001,AQ7477-009
AO0570-810,AO0570-810,AO0566-606,AO0566-606,AO0571-606,AO0571-606,AO0578-717,AO0578-717,AO3267-080,AO3267-080,AO0577-717
CT5528-001,CT2535-001,CT5064-001,CK2595-500,CD0113-400,CT1264-101,AO4971-700,AT6174-004,CI3866-100,CQ6549-001,CK4126-001
CD7288-001,CD7287-003,CJ0509-001,CJ0710-004,CN6881-300,AT8241-002,AT8240-003,CJ0404-001,BV7756-001,CD4570-300,942851-002
BQ5435-703,BQ5435-401,BQ5430-401,BQ5430-401,CJ1306-401,CJ1306-401,AT7978-414,AT7978-414,AT7975-606,AT7975-606,CJ1300-401
BV0612-001,BV0614-005,AR5677-200,AQ2210-002,AQ2203-003,CN6867-001,CD4573-001,AR5676-401,CN7383-300,AJ4115-060,AV6259-500
CD2182-001,CQ6278-001,CI3868-001,AO2924-401,CI3870-100,AR9293-603,BV4584-001,CD0683-600,CT5229-001,AH6789-023,CT2692-002
133000-106,133000-106,AR5149-005,554724-066,554724-050,310805-137,487471-003,CD6105-007,AV5187-602,414571-030,414571-030
CJ0579-400,CK2608-100,CJ0619-100,CI3899-200,CK2595-500,CD0113-400,CT5064-001,BV3387-400,AO4971-700,AT6174-004,CT5528-001
BV0417-401,BV0415-300,CI1291-400,CI1290-100,CI1718-001,CK0089-100,CJ0277-002,BQ8928-011,BQ8927-102,CJ0280-001,CD4371-001
AQ2203-003,AQ2210-002,BV5739-500,BV5740-101,CD4573-001,CN6867-001,AV6259-500,AR5676-401,AR5677-200,BV0614-005,942851-002
BV5502-600,AV5187-602,CD6105-007,AR5149-005,CT5342-007,310805-137,528895-003,554724-066,554724-050,BQ6623-070,BQ6623-070
CD7005-001,CJ9684-001,AO1023-005,CI3868-001,CI3870-100,AH6789-023,AO2924-401,AR9293-603,CD6615-100,CT7695-401,AQ0927-100
CD2803-001,AR6374-402,CU2708-901,310805-137,CT5342-007,CD6105-007,AT3381-008,BV5502-600,AR5149-005,AO3166-300,554724-066
CJ6971-001,CU3459-200,BQ6166-003,BQ2728-012,CI3835-002,BV1507-001,AO9819-001,AO9820-001,CI3831-200,CD2153-001,AV5555-001
AJ7695-100,AJ1285-101,AQ0926-001,881105-800,325213-139,AQ0927-100,CQ6639-001,CN8490-100,CD0490-104,CD0490-101,CD0881-104
640744-016,CI3709-001,AH6799-300,BQ5613-001,CI7379-400,CJ0592-001,CD0132-001,CI3708-700,AV4417-002,AQ0927-100,AH6789-023
AQ2568-100,AT6175-100,CI3867-001,CK5668-600,CT5062-100,AQ0927-100,AT3378-471,CI3709-001,CT5229-001,CI3868-001,AO2924-401
CT2007-100,CD0490-104,CD0490-101,CD0881-104,325213-139,AJ1285-101,CN8490-100,CI5646-200,AJ7695-100,CQ6639-001,AQ0926-001
CI3866-100,CQ6549-001,CT5528-001,CT2535-001,CT5064-001,AO4971-700,AT6174-004,CK2595-500,CD0113-400,CT1264-101,CK4126-001
CU8861-460,AQ0927-100,AH8050-100,CT1264-101,AH6789-023,CI3868-001,AO2924-401,CI3870-100,AR9293-603,CI3709-001,CJ0588-001
AT6107-606,AT6107-606,AT5292-606,AT5292-004,AT6109-606,AT6109-606,AT6110-004,AT6110-004,AT7949-606,AT7949-606,AT7968-606
CJ0219-400,CJ0220-400,AQ2222-200,AQ8228-102,AH7858-010,942851-002,BQ7043-668,CD3460-010,AQ7497-300,CI7379-400,AO1023-005
BQ5615-002,CI3708-700,AQ4126-100,921733-104,CI7388-600,921826-016,CT4526-100,AQ0927-100,AH8050-100,CT4525-001,CT1549-001
BQ3448-400,AV4126-002,CT5342-007,BV5502-600,BQ3381-600,BQ3381-600,CI9994-001,CD6105-007,AV1201-600,AT3381-008,CD3002-103
BV6344-001,CN3591-002,AO9819-001,AO9820-001,BQ6166-003,CI3835-002,AT1369-103,AO4971-700,AT6174-004,BV1507-001,BQ2728-012
CQ6639-001,CN8490-100,CT4352-104,CU0675-300,CI5646-200,CD0490-104,CD0490-101,CD0881-104,CT7695-401,CI7395-100,CW4286-100
AO2132-401,315122-001,CD0887-201,315115-112,CT4328-101,CJ1646-600,315123-111,366731-100,CK4363-100,AA0287-002,CD0888-002
CD4363-103,AQ2730-009,CI3707-100,AQ2731-500,CI3706-100,CD4365-003,CT3867-001,CK6357-005,CK6360-001,CD4371-001,CD4372-004
CI3794-600,CI3794-600,BQ6623-070,BQ6623-070,AT3381-008,CN7664-800,AV2605-101,554724-066,554724-050,AV1201-600,AO9819-001
CK4126-001,CT1264-101,CT5064-001,BV3387-400,CT5528-001,CT2535-001,AO4971-700,AT6174-004,AH8050-100,CK2595-500,CD0113-400
CQ3317-001,CI0919-100,CI0919-100,AA0287-002,CJ1646-600,CT1020-001,CD8526-446,CQ0492-001,AO3095-100,CI7379-400,AQ0927-100
AA8030-108,AA8027-109,AA8022-107,AA8018-101,918194-003,CD0431-107,918193-700,AQ2222-200,AH7858-010,942851-002,BQ7043-668
AO3622-006,488161-602,343880-090,343881-412,BV7106-400,BV7099-400,AO4971-700,AT6174-004,844127-108,844127-108,CD8526-446
AT7967-104,AT7967-104,AT7968-606,AT7960-104,AT7960-104,AT8000-104,AT8000-104,AT7949-606,AT7949-606,AT7998-104,AT7998-104
AT8000-104,AT8000-104,AT7999-414,AT7999-414,AT7967-104,AT7967-104,AT7998-104,AT7998-104,AT7995-104,AT7995-104,AT7997-606
AT7898-104,AT7898-104,AQ4176-049,AQ4176-049,CD6720-808,CD6720-808,CD6720-808,CD6721-808,CD6721-808,AQ4174-049,AQ4174-049
AT7995-104,AT7995-104,AT7996-606,AT7996-414,CJ1306-401,CJ1306-401,AT7993-414,AT7993-414,AT8000-104,AT8000-104,AT7978-414
AT7960-104,AT7960-104,AT7967-104,AT7967-104,AT5269-606,AT5269-606,AT7968-606,AT7946-414,AT7946-414,AT7995-104,AT7995-104
BQ3177-100,BQ3177-100,CD5007-102,CU5646-001,CI2668-004,CI2668-004,CD5050-400,AR4225-003,AR4225-100,AQ0114-101,CD0188-101
343881-412,343880-090,618919-031,631261-035,CD2717-001,CD2717-001,CK0986-002,AT1369-103,AO3166-300,BQ3610-100,832528-001
AQ4312-107,CI3898-200,CD0479-200,CJ0636-100,BQ9665-301,CI1214-004,AR7410-603,AH6789-023,CI3709-001,CQ2503-900,AQ2567-002
BQ3381-600,BQ3381-600,CD6105-007,310805-137,AR5149-005,133000-106,133000-106,414571-030,414571-030,554724-066,554724-050
CD0188-101,BQ3177-100,BQ3177-100,AR4225-003,AR4225-100,CU5646-001,AT1198-401,AT1198-401,BQ4631-100,AQ0114-101,CI2668-004
AA7406-006,AQ8228-102,AQ7497-300,AH7858-010,AA1636-406,BQ5467-101,BQ5467-101,AA1640-002,AR5677-200,AR5676-401,AH7857-009
CD0917-300,AJ1285-101,325213-139,CQ6639-001,AJ7695-100,AQ0926-001,881105-800,AQ0927-100,CI7395-100,CD0490-104,CD0490-101
CI2666-400,CI2666-400,AO2607-401,AO2607-401,CD5082-001,CD5086-500,BQ3611-100,BQ3610-100,BV7106-400,BV7099-400,CD4387-100
AT5301-003,AV5555-001,BQ3610-100,BQ6166-003,CI3835-002,AO4971-700,AT6174-004,BQ3611-100,CD4366-002,BV1507-001,CT1020-001
CD2153-001,BV1507-001,CI3831-200,CI3835-002,CN3591-002,BQ6166-003,BQ2728-012,CD6964-002,CJ3312-001,AO3095-100,AO9819-001
AT7324-001,AT7324-001,AR7718-001,AR7718-001,AQ7878-003,AQ7878-003,AQ7477-009,AQ7477-009,BQ5467-101,BQ5467-101,CN7383-300
CJ0710-004,CN6881-300,CJ0509-001,CD7288-001,CD7287-003,AT8241-002,CJ0404-001,AT8240-003,BV7756-001,CD4570-300,BV0389-001
CK1069-001,CK1069-001,BQ3610-100,CD8526-446,BQ6166-003,CI3835-002,BQ3611-100,CN3591-002,BV1507-001,AO3095-100,BQ2728-012
CT3509-001,CK6357-005,CK6360-001,BV7106-400,BV7099-400,CJ0280-001,CJ0277-002,CD4371-001,CD4372-004,AQ2730-009,CI3707-100
CD0191-009,AQ2456-007,AV6337-003,943806-602,943806-602,CD5028-900,BQ4631-100,CK5836-100,CI9949-001,CD5086-500,CD5082-001
AT7998-104,AT7998-104,AT8000-104,AT8000-104,AT7967-104,AT7967-104,AT7997-606,AT7997-606,AT7980-606,AT7980-606,AT7999-414
AT3378-471,CI3709-001,CD0132-001,CI3868-001,AO2924-401,CI3870-100,AR9293-603,AH6789-023,CD6615-100,AQ2567-002,AQ0927-100
CD6105-007,AV5186-101,310805-137,AR5149-005,554724-066,554724-050,BV5502-600,133000-106,133000-106,528895-003,414571-030
CD4373-001,CI7523-002,BQ6166-003,CI3835-002,CD2153-001,BV1507-001,BQ2728-012,AO9819-001,AO9820-001,AO4971-700,AT6174-004
CD4173-606,CD4173-606,CD4159-606,CD4159-606,AJ6959-717,AJ6959-717,CD4161-606,CD4161-606,AO3269-717,CD4172-606,CD4172-606
AV1201-600,AT1369-103,AR6374-402,AO9819-001,AO9820-001,AT3381-008,AA1625-009,AA1626-602,BQ6044-100,BQ6046-010,BQ6044-100
AV6337-003,AQ2456-007,CD0191-009,943806-602,943806-602,CK1069-001,CK1069-001,CD5007-102,CD5028-900,BQ4631-100,CK5836-100
CN6928-300,AT8242-009,AT2863-100,BV7766-100,CN7383-300,BV7757-500,BV1134-001,AJ4115-060,AR4347-600,BQ1896-002,CJ9712-001
CD4371-001,CD4372-004,AH1015-010,BQ8928-011,BQ8927-102,AO9819-001,AO9820-001,BQ6166-003,CI3835-002,AH1016-602,CN5501-046
AT5292-606,AT5292-004,AT6107-606,AT6107-606,AT6100-606,AT7946-414,AT6099-606,AT6099-606,AT7946-414,AT5269-606,AT5269-606
AQ2456-007,AV6337-003,943806-602,943806-602,CD0191-009,CD5028-900,BQ4631-100,BQ5422-200,CD4962-001,844127-108,844127-108
CJ0217-001,CI9994-001,AQ7487-201,AQ7483-001,AA7408-008,AQ1289-003,CI9921-001,CJ0270-601,BV7774-100,BV7775-100,CJ0267-001
315122-001,315115-112,AO2132-401,CD0887-201,CT4328-101,CK4363-100,315123-111,366731-100,CD0888-002,AA0287-002,CQ0492-001
CK0980-002,CK0980-002,CT3110-400,CT3110-400,CT3632-001,CT3632-001,923112-001,923112-001,488161-602,AQ7878-003,AQ7878-003
AR4225-003,AR4225-100,BQ3177-100,BQ3177-100,AQ0114-101,CD5007-102,CI2668-004,CI2668-004,CU5646-001,CD0188-101,CD5050-400
CT3890-101,BQ0129-106,BQ0129-106,CI3709-001,AO7351-104,AO7353-105,CD0132-001,AH6789-023,CD6615-100,CI3868-001,AO2924-401
AT7999-414,AT7999-414,AT8000-104,AT8000-104,AT7997-606,AT7997-606,AT7968-606,CJ1306-401,CJ1306-401,AT7996-606,AT7996-414
CD4161-606,CD4161-606,AJ6959-717,AJ6959-717,CD4156-606,CD4156-606,CD4173-606,CD4173-606,CD4159-606,CD4159-606,AO3258-080
CD2189-002,AQ0927-100,AH6789-023,CD6615-100,487754-303,CI3868-001,AO2924-401,CI3870-100,AR9293-603,CD4387-100,AR7410-603
CD6615-100,AH6789-023,AH8050-100,CI3868-001,AO2924-401,CI3870-100,AR9293-603,BV3387-400,AR7410-603,CT1264-101,CI3709-001
AO2605-600,AR4561-200,BQ5467-101,BQ5467-101,AQ2730-009,CN7383-300,CJ0404-001,AT8242-009,AT2863-100,BV7766-100,BQ3610-100
864348-019,AJ9515-001,704939-103,AV9370-001,AV9373-002,923112-001,923112-001,CJ0882-001,CJ0882-001,CI5546-100,CQ0492-001
BQ5808-100,CI3868-001,AO2924-401,CI3870-100,AR9293-603,CT5229-001,CD0683-600,AQ0927-100,BV6484-002,CK2531-001,CD6615-100
CN5501-046,CN5501-046,CT9155-063,BQ6044-100,BQ6046-010,BQ6044-100,CD3395-006,CD3395-006,CN5455-160,CD3398-063,CN5455-160
BQ5102-400,CN6916-100,BQ5190-101,885118-001,634835-108,CD8526-446,BQ3610-100,BQ6166-003,AO3095-100,BV1507-001,BQ2728-012
CJ0588-001,CK5669-400,AQ0925-002,807443-503,CI3708-700,AQ0927-100,CI3868-001,AO2924-401,CI3870-100,AR9293-603,AH8050-100
BV7774-100,AQ1316-500,BV7775-100,CI1289-100,AQ1289-003,AQ5707-001,AA7408-008,CD8526-446,CI9921-001,CJ0270-601,CJ0267-001
CI1694-300,AH7858-010,AH7857-009,942851-002,BQ5467-101,BQ5467-101,AQ2222-200,AR5676-401,BV0389-001,AA1636-406,AA1640-002
631261-035,618919-031,CD2717-001,CD2717-001,CK0986-002,343880-090,343881-412,BQ4632-602,CT0624-100,CD8526-446,CV5515-001
BQ4630-500,BQ4630-500,CK5836-100,943806-602,943806-602,AQ2456-007,CD0191-009,CD5029-001,AV6337-003,CD5028-900,BQ4631-100
AT6099-606,AT6099-606,AT6100-606,AT5292-606,AT5292-004,AT6110-004,AT6110-004,AT5293-004,AT5293-004,AT6109-606,AT6109-606
AT5269-606,AT5269-606,AT7946-414,AT7946-414,AT7960-104,AT7960-104,AT7968-606,AT7967-104,AT7967-104,AT7949-606,AT7949-606
CN7664-800,AV2605-101,AO9819-001,AO9820-001,CD6964-002,CI3835-002,AO4971-700,AT6174-004,AT1369-103,CD2153-001,CU3459-200
CD4962-001,BQ5422-200,BQ5467-101,BQ5467-101,AH7858-010,BQ7043-668,CD3460-010,BQ3202-011,BQ3203-007,CJ0710-004,CN6881-300
AO4568-600,AO4568-600,AJ4115-060,CT8919-700,AO3095-100,CT5770-300,CQ9500-100,CD8526-446,CN7383-300,BQ6166-003,CI3835-002
705265-006,CJ0882-001,CJ0882-001,CT3632-001,CT3632-001,923112-001,923112-001,CT3110-400,CT3110-400,CD8526-446,CK0980-002
CJ0267-001,CJ0266-001,CI9921-001,CJ0270-601,AQ5707-001,AQ5708-201,AQ1316-500,BV7782-001,CI1289-100,CI9994-001,BV7775-100
AA1636-406,AA1640-002,AQ8228-102,AH7858-010,AA7406-006,BQ7043-668,CD3460-010,AQ7497-300,BQ5467-101,BQ5467-101,AH7857-009
BQ5190-101,CN6916-100,CQ0989-002,BQ5102-400,BQ3610-100,CT2584-100,CQ2344-100,BQ6166-003,CI3835-002,BQ3611-100,CI7379-400
CT2692-002,CQ6278-001,BV4584-001,CD2182-001,BQ6166-003,CI3835-002,BV1507-001,BQ2728-012,CD4371-001,CD4372-004,CI3831-200
AO0577-717,AO0577-717,AO0566-606,AO0566-606,AO0578-717,AO0578-717,AO0570-810,AO0570-810,AO0571-606,AO0571-606,AT7949-606
CU3005-171,CU3004-176,AQ0927-100,CI3708-700,CT2007-100,AQ0926-001,325213-139,CT7695-401,AJ1285-101,CW4286-100,CT7698-600
AA8018-101,AA8022-107,918194-003,AA8027-109,AA8030-108,918193-700,CD0431-107,942851-002,AQ8228-102,AQ2222-200,AH7858-010
AV6243-400,CT5229-001,AH6789-023,AQ0927-100,CI3868-001,AO2924-401,CI3870-100,AR9293-603,AH8050-100,CT5064-001,CD0132-001
CT2535-001,CT5528-001,CT5064-001,CK2595-500,CD0113-400,AO4971-700,AT6174-004,CI3866-100,CT1264-101,CQ6549-001,CK4126-001
BQ5430-401,BQ5430-401,AT7975-606,AT7975-606,BQ5435-703,BQ5435-401,CJ1300-401,CJ1300-401,CJ1306-401,CJ1306-401,AT7993-414
AQ0927-100,AQ0925-002,AQ4126-100,AQ0926-001,CT1264-101,CI3708-700,AH8050-100,AH6789-023,CI3868-001,AO2924-401,CI3870-100
AQ4126-100,CI3708-700,AQ0927-100,921826-016,921733-104,CT4525-001,CD6615-100,CI7388-600,CT1549-001,AO2924-401,AQ0925-002
918194-003,AA8022-107,AA8018-101,AA8027-109,AA8030-108,918193-700,CD0431-107,BQ7043-668,CD3460-010,AQ8228-102,942851-002
AO0578-717,AO0578-717,AO0570-810,AO0570-810,AO0577-717,AO0577-717,AO0571-606,AO0571-606,AO0566-606,AO0566-606,AT6110-004
CK0986-002,CD2717-001,CD2717-001,631261-035,618919-031,343880-090,343881-412,AO3095-100,BV1507-001,CI3831-200,CD2153-001
BQ5469-703,BQ5469-703,AQ4174-049,AQ4174-049,BQ5427-401,BQ5427-401,CJ1292-401,CJ1292-703,CT1099-093,CT1099-093,BQ5435-703
AT7997-606,AT7997-606,AT7999-414,AT7999-414,AT8000-104,AT8000-104,AT7998-104,AT7998-104,CJ1300-401,CJ1300-401,AT7968-606
CT5063-100,CK2718-003,CK2719-400,CK9670-100,CK9671-001,AT5673-700,BV1712-001,CI1246-302,AT6817-300,AJ6910-009,AH6789-023
488161-602,AO3622-006,CD8526-446,832528-001,CK0980-002,CK0980-002,BQ3610-100,BQ2728-012,BQ6166-003,CI3835-002,CN7383-300
528895-003,AR5149-005,CT5342-007,310805-137,487471-003,313358-006,313358-006,130690-017,130690-017,CQ0492-001,CK3022-005
CD4570-300,BV7756-001,AT8240-003,CJ0404-001,AT8241-002,880848-005,CJ0509-001,CD7288-001,CD7287-003,BV0389-001,CJ0710-004
BQ3203-007,BQ3202-011,AJ4115-060,CN7383-300,BQ7043-668,CD3460-010,AA7406-006,CJ0710-004,CN6881-300,CD7288-001,880848-005
CU3013-070,CI3869-500,CI3871-300,BV5841-800,BQ5972-001,CU3005-171,CU3004-176,CD5029-001,CJ5472-900,CJ5472-900,CD0683-600
CD6720-808,CD6720-808,CD6720-808,AQ4176-049,AQ4176-049,AT7898-104,AT7898-104,AQ4174-049,AQ4174-049,CD6721-808,CD6721-808
CJ5472-900,CJ5472-900,CI3868-001,CI3870-100,AO2924-401,AR9293-603,CD0683-600,CT5229-001,AH6789-023,BV6484-002,CD6615-100
315123-111,366731-100,CT4328-101,CQ0492-001,CJ1379-001,AA0287-002,315115-112,CD0888-002,CK4363-100,315122-001,CJ1646-600
849559-004,849560-001,CD0132-001,AQ0927-100,CI3868-001,CI3870-100,AH6789-023,CI3709-001,AO1023-005,AQ4126-100,AQ0925-002
AO3095-100,CN3591-002,BV1507-001,CI3831-200,CD2153-001,BQ6166-003,BQ2728-012,CI3835-002,AO9819-001,BQ3610-100,CD8526-446
AR8836-009,AQ7491-008,CD4387-100,749747-010,CI9842-500,832528-001,918194-003,CD5086-500,CD0189-001,CD5082-001,AQ7489-008
CT5062-100,CK5668-600,AT6175-100,CI3867-001,AQ2568-100,AH6789-023,CD0132-001,CI3709-001,CD6615-100,AT3378-471,CI3868-001
CN2408-001,CI3868-001,AO2924-401,CI3870-100,AR9293-603,BV6484-002,CT5229-001,CI3709-001,AQ0927-100,CD0683-600,AH6789-023
414571-030,414571-030,CW4409-100,310805-137,CT5342-007,487471-003,CI1236-100,130690-017,130690-017,528895-003,CN2932-100
CJ2586-100,749571-154,807471-101,807471-103,BQ6166-003,BQ3610-100,CD8526-446,BQ2728-012,AO3095-100,AO3166-300,CI3835-002
BQ5240-200,BQ3610-100,BQ3611-100,CK2351-601,AT5301-003,CD8526-446,BV6348-300,CT1020-001,CD6404-800,CQ7619-700,CQ7620-001
CI1504-100,921733-104,CI7388-600,921826-016,CI3708-700,AH6789-023,AQ4126-100,CD6615-100,CI3709-001,CI3868-001,AO2924-401
CK2630-700,CK2630-001,CQ6566-700,CT4328-101,CQ0492-001,CJ1379-001,CT1020-001,CD0888-002,CJ1646-600,315123-111,366731-100
CD5029-001,CU3005-171,CU3004-176,CU3013-070,FW2895,FW5365,CW4409-100,FW5366,BQ3610-100,BQ3611-100,FW2803
CD0189-001,CD8526-446,CJ0710-004,AT8241-002,CN6881-300,BQ5467-101,BQ5467-101,AR4561-200,BQ3610-100,AT8240-003,CJ0509-001
AR4229-003,CK1195-101,AR4229-003,CN7383-300,BQ5467-101,BQ5467-101,AH7858-010,AQ2222-200,BQ7043-668,CD3460-010,CJ0219-400
CJ1292-401,CJ1292-703,CJ1306-401,CJ1306-401,CJ1300-401,CJ1300-401,BQ5427-401,BQ5427-401,BQ5469-703,BQ5469-703,AT7997-606
CD6720-808,CD6720-808,CD6720-808,AQ4176-049,AQ4176-049,AT7898-104,AT7898-104,AQ4174-049,AQ4174-049,CD6721-808,CD6721-808
BQ8928-011,BQ8927-102,AO9819-001,AO9820-001,CD4371-001,CD4372-004,AH1015-010,AH1016-602,BV0417-401,BV0415-300,BQ6166-003
BV5841-800,BQ5972-001,CI3869-500,CI3871-300,CU3013-070,CK2531-001,CJ5472-900,CJ5472-900,BV6484-002,CD0683-600,CI3868-001
AT7967-104,AT7967-104,AT7968-606,AT7960-104,AT7960-104,AT8000-104,AT8000-104,AT7949-606,AT7949-606,AT7998-104,AT7998-104
CD4387-100,AO4971-700,AT6174-004,AQ0927-100,487754-303,CK9670-100,CD6404-800,CI3868-001,AO2924-401,CI3870-100,AR9293-603
AQ7878-003,AQ7878-003,AR7718-001,AR7718-001,AT7324-001,AT7324-001,CK0980-002,CK0980-002,CT3632-001,CT3632-001,AQ7477-009
BV1712-001,CI1246-302,AT6817-300,AR6631-004,AR6632-603,AT5673-700,CK2718-003,CK2719-400,CK9670-100,CI3868-001,AO2924-401
BV7106-400,BV7099-400,CK6357-005,CK6360-001,CT3509-001,CD8526-446,844127-108,844127-108,343880-090,CD4371-001,CD4372-004
AQ2210-002,AQ2203-003,CD4573-001,BV5739-500,BV5740-101,CN6867-001,AR5676-401,AV6259-500,AR5677-200,BV0614-005,AQ8228-102
AQ2222-200,AH7858-010,BQ7043-668,CD3460-010,AQ8228-102,942851-002,CJ0219-400,CJ0220-400,AR5676-401,AR5677-200,BQ5467-101
BQ4430-400,CI3868-001,AO2924-401,CI3870-100,AR9293-603,CD0683-600,BV6484-002,CT5229-001,AQ0927-100,CK2531-001,AQ4126-100
CD2717-001,CD2717-001,CK0986-002,631261-035,618919-031,343880-090,343881-412,BQ3611-100,BQ3610-100,AO9819-001,CD8526-446
943806-602,943806-602,AQ2456-007,CD5028-900,BQ4631-100,CD0191-009,CK5836-100,AV6337-003,AJ9515-001,CQ0492-001,AA1625-009
CN2932-100,CN2932-100,310805-137,CI1236-100,487471-003,CT5342-007,414571-030,414571-030,130690-017,130690-017,554724-066
CI9994-001,CJ0217-001,AQ7487-201,AQ7483-001,AA7408-008,CJ0267-001,CJ0266-001,AQ1289-003,CI9921-001,CJ0270-601,CK6357-005
CN6916-100,BQ5190-101,CQ0989-002,BQ5102-400,CI3835-002,CD4570-300,CD2153-001,CT3110-400,CT3110-400,CT1726-100,CT3632-001
CU2708-901,CD2803-001,CD6105-007,AR6374-402,BV5502-600,CI3794-600,CI3794-600,AR5149-005,310805-137,CT5342-007,554724-066
BQ6044-100,BQ6046-010,BQ6044-100,CN5501-046,CN5501-046,CT9155-063,CD3395-006,CD3395-006,CN5455-160,CD3398-063,CJ0818-146
CD4365-003,CT3867-001,CD4363-103,AQ2730-009,CI3707-100,AQ2731-500,CI3706-100,CD4371-001,CD4372-004,CJ0280-001,CK6357-005
749571-154,807471-101,807471-103,BQ3610-100,CJ2586-100,AO3095-100,BQ3611-100,AA1625-009,AA1626-602,AJ9515-001,CD8526-446
CI3835-002,BQ6166-003,BV1507-001,CD2153-001,BQ2728-012,CI3831-200,CN3591-002,CD6964-002,CJ3312-001,AO9819-001,AO9820-001
CJ1306-401,CJ1306-401,CJ1300-401,CJ1300-401,BQ5435-703,BQ5435-401,AT7996-414,AT7996-606,AT7993-414,AT7993-414,AT7995-104
CW6565-900,AV4126-002,CD3002-103,CT5342-007,852542-087,CK3022-005,CK0986-002,414571-030,414571-030,CN3591-002,CD6105-007
AO1742-004,AT6395-002,AJ6844-007,BQ3610-100,BQ3611-100,CD4365-003,CQ9500-100,CU7623-002,CD8526-446,AQ2730-009,CI3707-100
AT6109-606,AT6109-606,AT6110-004,AT6110-004,AT6100-606,AT6107-606,AT6107-606,AT5292-606,AT5292-004,AT6099-606,AT6099-606
CD4172-606,CD4172-606,AO3269-717,AO3267-080,AO3267-080,AO3258-080,AO3258-080,CD4173-606,CD4173-606,CD4156-606,CD4156-606
AR4561-200,AH1016-602,880848-005,AH1015-010,BV0389-001,AJ4115-060,CD4371-001,CD4372-004,AT8240-003,AO3095-100,BV7756-001
CD0132-001,CI3709-001,CI3868-001,CI3870-100,CD6615-100,AR9293-603,AH6789-023,AT3378-471,AO2924-401,CT5229-001,AR7410-603
