productId,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10
880848-005,AT8240-003,AT8241-002,BV7756-001,CD4570-300,BV0389-001,CJ0404-001,AR4561-200,CJ0710-004,CN6881-300,CJ0509-001
AT8240-003,AT8241-002,BV7756-001,CD4570-300,CJ0404-001,880848-005,BV0389-001,CJ0509-001,CJ0710-004,CN6881-300,CD7288-001
942851-002,AR5676-401,AR5677-200,AH7858-010,CD4573-001,CN7383-300,CN6867-001,AT8242-009,AT2863-100,BV7766-100,BV0614-005
AR5677-200,AR5676-401,CD4573-001,CN6867-001,BV0614-005,AQ2210-002,AQ2203-003,AV6259-500,BV5739-500,BV5740-101,942851-002
CI9949-001,AT1198-401,CD5086-500,AO2605-600,CD5082-001,CD0191-009,CD0188-101,CD5028-900,AH7857-009,BQ5469-703,BQ4631-100
AJ6959-717,CD4161-606,CD4173-606,CD4156-606,CD4159-606,AO3258-080,CD4172-606,AO3269-717,AO3267-080,AT7980-606,AO0566-606
415445-102,AO3108-018,AQ2567-002,BV1357-003,CJ9681-001,CK4122-100,844127-108,AQ0927-100,AH8050-100,AQ7487-201,CD0132-001
BQ5422-200,CD4962-001,BQ5467-101,AA7406-006,BQ7043-668,CD3460-010,AQ2456-007,BQ3203-007,BQ3202-011,CD0189-001,AQ2222-200
AT7975-606,BQ5430-401,AT7993-414,AT7978-414,CJ1300-401,BQ5435-703,BQ5435-401,AT7946-414,BQ5427-401,AT7996-606,AT7996-414
553558-125,CK3022-005,554724-066,554724-050,310805-137,AR5149-005,528895-003,CD6105-007,CT5342-007,133000-106,487471-003
AQ0925-002,CJ0588-001,CK5669-400,AQ0927-100,CI3705-600,CD0132-001,CI3709-001,AV3866-001,807443-503,AH6789-023,CD6615-100
CD6404-800,CJ9585-600,BV1021-007,CN7383-300,AH8050-100,CT1104-700,CT1264-101,AQ0927-100,AJ4115-060,BV3387-400,AO4971-700
AQ4176-049,CD6720-808,AT7898-104,CD6721-808,AQ4174-049,AT5269-606,BQ5469-703,AT7993-414,AT7996-606,AT7996-414,AT7968-606
CT3632-001,CT3110-400,705265-006,CK0980-002,923112-001,CJ0882-001,AQ7878-003,CD5036-100,BQ6826-003,864348-019,AQ7477-009
CK2718-003,CK2719-400,CK9670-100,CT5063-100,CK9671-001,CI1246-302,BV1712-001,AJ6910-009,AT6817-300,AJ6900-102,AT5673-700
AO2924-401,CI3868-001,CI3870-100,AR9293-603,CD0683-600,CT5229-001,AH6789-023,CD6615-100,BV6484-002,CI3709-001,CD0132-001
AR4229-003,CK1195-101,AO2605-600,AH7858-010,AQ2222-200,AA1640-002,BQ7043-668,CD3460-010,BQ5467-101,AA1636-406,CN7383-300
AQ8306-407,CJ0861-017,CJ0861-010,CD8526-446,CJ6314-146,CJ0818-146,AO2982-076,AQ1189-009,CD3395-006,CN5455-160,CD3398-063
CD0881-104,CD0490-104,CD0490-101,CQ6639-001,CN8490-100,CT4352-104,AJ7695-100,CU0675-300,AJ1285-101,325213-139,CT2007-100
CT5342-007,310805-137,414571-030,528895-003,CN2932-100,CI1236-100,CD6105-007,554724-066,554724-050,AR5149-005,487471-003
CI3705-600,807443-503,CK5669-400,CJ0588-001,AQ0925-002,AJ1285-101,CD0132-001,CJ1646-600,AQ0927-100,AH6789-023,CD6615-100
AQ7878-003,AR7718-001,AT7324-001,AQ7477-009,CT3110-400,CT3632-001,CK0980-002,BQ6826-003,CD5036-100,923112-001,705265-006
AO0570-810,AO0566-606,AO0571-606,AO0578-717,AO3267-080,AO0577-717,AT7993-414,AT7975-606,CJ1300-401,AO3269-717,AT6099-606
CT5528-001,CT2535-001,CT5064-001,CI3866-100,CK2595-500,CD0113-400,AO4971-700,AT6174-004,CQ6549-001,CI3899-200,CT1264-101
CD7288-001,CD7287-003,CJ0509-001,CJ0710-004,CN6881-300,AT8241-002,AT8240-003,BV7756-001,CD4570-300,CJ0404-001,AR4561-200
BQ5435-703,BQ5435-401,AT7978-414,BQ5430-401,CJ1306-401,BQ5427-401,AT7975-606,CJ1300-401,AT7996-606,AT7996-414,BQ5469-703
BV0612-001,BV0614-005,AQ2210-002,CD4573-001,AR5676-401,AQ2203-003,CN6867-001,AR5677-200,AV6259-500,BV5739-500,BV5740-101
CD2182-001,CQ6278-001,BV4584-001,CT2692-002,CI3868-001,CI3870-100,AR9293-603,AO2924-401,CD0683-600,CT5229-001,CI3709-001
133000-106,554724-066,554724-050,310805-137,CD6105-007,414571-030,AR5149-005,AV5187-602,CT5342-007,528895-003,487471-003
CJ0579-400,CK2608-100,CJ0619-100,CK2595-500,CD0113-400,CI3899-200,CT5064-001,CT2535-001,CT5528-001,BV3387-400,AO4971-700
BV0417-401,BV0415-300,CI1291-400,CI1290-100,CK0089-100,CI1718-001,CJ0280-001,CJ0277-002,BQ8928-011,BQ8927-102,AH1015-010
AQ2203-003,AQ2210-002,BV5739-500,BV5740-101,CD4573-001,CN6867-001,AV6259-500,AR5676-401,AR5677-200,BV0614-005,BV0612-001
BV5502-600,AV5187-602,CD6105-007,310805-137,554724-066,554724-050,CT5342-007,AR5149-005,BQ6623-070,528895-003,133000-106
CD7005-001,CJ9684-001,AO1023-005,CD0132-001,CI3868-001,CI3870-100,AH6789-023,CQ6639-001,CD6615-100,CI3709-001,CT5064-001
CD2803-001,AR6374-402,CD6105-007,AO3166-300,310805-137,554724-066,554724-050,BV5502-600,CT5342-007,CU2708-901,414571-030
CJ6971-001,CU3459-200,CN2408-001,BQ6166-003,BQ2728-012,CT5064-001,CI3835-002,AO9820-001,AO9819-001,CN5501-046,BQ6044-100
AJ7695-100,AJ1285-101,AQ0926-001,325213-139,881105-800,CQ6639-001,CN8490-100,CD0490-104,CD0490-101,CD0881-104,CT4352-104
640744-016,CD0132-001,CI3709-001,AH6799-300,CI7379-400,CJ0592-001,BQ5613-001,AV4417-002,AQ0927-100,AH6789-023,CD6615-100
AQ2568-100,AT6175-100,CI3867-001,CK5668-600,CT5062-100,AV5186-101,CD6105-007,CD0132-001,AH6789-023,CI3709-001,AQ0927-100
CT2007-100,CN8490-100,325213-139,AJ7695-100,CD0490-104,CD0490-101,CD0881-104,AJ1285-101,CQ6639-001,CT4352-104,AQ0926-001
CI3866-100,CQ6549-001,CT2535-001,CT5528-001,CT5064-001,CK2595-500,CD0113-400,AO4971-700,AT6174-004,CI3899-200,CT1264-101
CU8861-460,CI3709-001,CD0132-001,AQ0927-100,AH6789-023,CD6615-100,AH8050-100,CI3868-001,CI3870-100,AR9293-603,CT1264-101
AT6107-606,AT5292-606,AT5292-004,AT6109-606,AT6110-004,AT7949-606,AT7968-606,AT6100-606,AT7967-104,AT7946-414,AT6099-606
CJ0219-400,CJ0220-400,AQ2222-200,942851-002,AH7858-010,AR5676-401,AQ8228-102,BQ7043-668,CD3460-010,AR5677-200,AA8027-109
BQ5615-002,CI3708-700,AQ4126-100,921733-104,921826-016,CI7388-600,CJ0625-700,CT1549-001,CT4526-100,CI1504-100,CT4525-001
BQ3448-400,BQ3381-600,AV4126-002,CD3002-103,CD6105-007,CI9994-001,BV5502-600,CJ0217-001,CT5342-007,554724-066,554724-050
BV6344-001,BV6348-300,CI9367-301,AO4971-700,AT6174-004,CN3591-002,BQ6166-003,CI3835-002,AO9820-001,AO9819-001,BQ2728-012
CQ6639-001,CN8490-100,CT4352-104,CU0675-300,CI5646-200,CD0490-104,CD0490-101,CD0881-104,CI7395-100,325213-139,AJ7695-100
AO2132-401,315122-001,CD0887-201,315115-112,CT4328-101,CJ1646-600,315123-111,366731-100,AA0287-002,CQ0492-001,CK4363-100
CD4363-103,AQ2730-009,CI3707-100,AQ2731-500,CI3706-100,CD4365-003,CT3867-001,AT6395-002,AJ6844-007,AO1742-004,BV4584-001
CI3794-600,BQ6623-070,AT3381-008,CD6105-007,CN7664-800,554724-066,554724-050,310805-137,414571-030,BV5502-600,AO9820-001
CK4126-001,CT1264-101,CT5064-001,BV3387-400,CT5528-001,CT2535-001,CK2595-500,CD0113-400,AO4971-700,AT6174-004,AH8050-100
CQ3317-001,CI0919-100,AA0287-002,CQ0492-001,CD4366-002,CJ1646-600,CI3446-001,CT1020-001,CT2584-100,CD8526-446,CN3591-002
AA8030-108,AA8027-109,AA8022-107,AA8018-101,CD0431-107,918193-700,918194-003,CT3890-101,BQ0129-106,AH7858-010,AQ2222-200
AO3622-006,488161-602,CJ0842-600,AQ7492-010,CG3552,F35025,EG2037,EG2035,F35030,CD4363-103,F35028
AT7967-104,AT7960-104,AT7968-606,AT8000-104,AT7998-104,AT7995-104,AT7949-606,AT5269-606,AT7999-414,AT7997-606,AT7898-104
343881-412,343880-090,631261-035,618919-031,CK0986-002,CD2717-001,BQ4632-602,AT1369-103,CK7200-800,AO4971-700,AT6174-004
AQ4312-107,CI3898-200,CD0479-200,CJ0636-100,BQ9665-301,CI1214-004,AR7410-603,CQ2503-900,CD0132-001,CI3709-001,AH6789-023
CD0188-101,BQ3177-100,CD5007-102,CI2668-004,CU5646-001,AR4225-003,AR4225-100,AQ0114-101,CD5050-400,AO2434-101,BQ4631-100
AA7406-006,AQ8228-102,AQ7497-300,AH7858-010,BQ3203-007,AQ2222-200,AA1640-002,CD7288-001,AA1636-406,AR5677-200,BQ5467-101
CD0917-300,AJ1285-101,325213-139,CQ6639-001,AJ7695-100,AQ0926-001,CN8490-100,CI7395-100,881105-800,CD0490-104,CD0490-101
CI2666-400,AO2607-401,CD5082-001,CD5086-500,EG2799,AO4971-700,AT6174-004,CK1069-001,BQ5467-101,881105-800,BZ0109
AT5301-003,AV5555-001,AO4971-700,AT6174-004,CD4366-002,CT1020-001,BQ6166-003,CI3835-002,AT1369-103,BQ6044-100,BQ6046-010
CD2153-001,BV1507-001,CI3831-200,CI3835-002,CN3591-002,BQ6166-003,BQ2728-012,CD6964-002,CJ3312-001,CN7664-800,AT1369-103
AT7324-001,AR7718-001,AQ7878-003,AQ7477-009,BQ6826-003,923112-001,864348-019,705265-006,CJ0882-001,CD5036-100,CT3110-400
CJ0710-004,CN6881-300,CJ0509-001,CD7288-001,CD7287-003,AT8241-002,AT8240-003,BV7756-001,CD4570-300,CJ0404-001,AR4561-200
CK1069-001,AJ6959-717,AV6337-003,AQ7491-008,AQ7489-008,AQ2730-009,CD4363-103,CI3707-100,AQ2731-500,AT7998-104,CT1726-100
CT3509-001,CK6357-005,CK6360-001,BV7106-400,BV7099-400,CD0200-003,BV7757-500,CJ0280-001,AQ0927-100,CJ0277-002,CQ6549-001
CD0191-009,943806-602,CD5028-900,BQ4631-100,AQ2456-007,AV6337-003,CK5836-100,CD5029-001,CI9949-001,AT1198-401,AO2605-600
AT3378-471,CD0132-001,CI3709-001,AH6789-023,CD6615-100,CI3868-001,CI3870-100,AR9293-603,AO2924-401,AQ0927-100,AH8050-100
CD6105-007,AV5186-101,310805-137,554724-066,554724-050,AR5149-005,BV5502-600,CT5342-007,133000-106,414571-030,528895-003
CD4373-001,CI7523-002,CN7664-800,CD2153-001,AT1369-103,AO9820-001,BQ6166-003,AO9819-001,CI3835-002,CT5064-001,AO4971-700
CD4173-606,AJ6959-717,CD4161-606,CD4159-606,CD4156-606,CD4172-606,AO3269-717,AO3267-080,AT7980-606,AO3258-080,AT6109-606
AV1201-600,CD6105-007,310805-137,133000-106,554724-066,554724-050,BV5502-600,414571-030,CT5342-007,AR5149-005,AR6374-402
AV6337-003,AQ2456-007,943806-602,CD0191-009,CD5028-900,BQ4631-100,CK5836-100,CK1069-001,CD5029-001,BQ4630-500,AV6243-400
CN6928-300,AT8242-009,AT2863-100,BV7766-100,CN7383-300,BV7757-500,BV1134-001,AJ4115-060,AR4347-600,BQ1896-002,CJ9712-001
CD4372-004,CD4371-001,BQ8928-011,BQ8927-102,AH1015-010,AH1016-602,CN5501-046,CJ0280-001,CT5064-001,CJ0277-002,BV0417-401
AT5292-606,AT5292-004,AT6107-606,AT6100-606,AT6099-606,AT7946-414,AT6109-606,AT6110-004,AT5269-606,AT7960-104,AT7949-606
AQ2456-007,943806-602,AV6337-003,CD5028-900,CD0191-009,BQ4631-100,CK5836-100,CD0189-001,AT6109-606,CD5029-001,AT6110-004
CJ0217-001,CI9994-001,AA7408-008,AQ7487-201,AQ7483-001,CI9921-001,CJ0270-601,AQ1289-003,CJ0267-001,CJ0266-001,BV7774-100
315122-001,315115-112,AO2132-401,CD0887-201,315123-111,366731-100,CT4328-101,CQ0492-001,AA0287-002,CK4363-100,CD0888-002
CK0980-002,CT3110-400,488161-602,CT3632-001,923112-001,705265-006,CJ0882-001,AQ7878-003,864348-019,BQ6826-003,832528-001
AR4225-003,AR4225-100,BQ3177-100,CD5007-102,CI2668-004,CU5646-001,AQ0114-101,CD0188-101,CD5050-400,AO2434-101,CU5133-600
CT3890-101,BQ0129-106,AO7351-104,AO7353-105,CD0132-001,AA8027-109,CI3709-001,AA8030-108,AH6789-023,CD6615-100,AQ0927-100
AT7999-414,AT8000-104,AT7997-606,AT7968-606,AT7996-606,AT7996-414,CJ1306-401,AT7967-104,AT7995-104,AT7980-606,AT7998-104
CD4161-606,AJ6959-717,CD4156-606,CD4173-606,CD4159-606,AO3258-080,CD4172-606,AO3269-717,AO3267-080,AQ4174-049,AT5293-004
CD2189-002,AH6789-023,CD6615-100,AQ0927-100,AA1636-406,CI3868-001,CI3870-100,AR9293-603,AO2924-401,CT5064-001,AO1023-005
CD6615-100,AH6789-023,CT5064-001,BV3387-400,CD0132-001,AH8050-100,AO1023-005,AR7410-603,CI3709-001,AQ4126-100,CT1264-101
AO2605-600,AR4561-200,AT1198-401,AQ2730-009,AR4229-003,CK1195-101,CD4570-300,BQ5467-101,CI1694-300,CD5086-500,CI9949-001
864348-019,704939-103,AJ9515-001,AV9373-002,AV9370-001,923112-001,CJ0882-001,705265-006,EH0433,CT3110-400,CK0980-002
BQ5808-100,CI3868-001,CI3870-100,AR9293-603,AO2924-401,CD0683-600,CT5229-001,BV6484-002,CK2531-001,CD6615-100,AH6789-023
CN5501-046,CT9155-063,BQ6044-100,BQ6046-010,CD3395-006,CN5455-160,CD3398-063,CD4371-001,CD4372-004,AO2982-076,AQ1189-009
BQ5102-400,CN6916-100,BQ5190-101,885118-001,634835-108,AR3863-101,CQ2344-100,CT2584-100,CQ0989-002,CK3312-001,BV1507-001
CJ0588-001,CK5669-400,AQ0925-002,807443-503,CI3705-600,CD0132-001,AQ0927-100,AH6789-023,CI3708-700,CI3709-001,CD6615-100
BV7774-100,AQ1316-500,BV7775-100,CI1289-100,AQ1289-003,AQ5707-001,AA7408-008,CI9921-001,CJ0270-601,CJ0267-001,CJ0266-001
CI1694-300,AH7858-010,AH7857-009,BV0389-001,CQ6566-700,CK5669-400,942851-002,AQ2222-200,BQ5467-101,918193-700,AR5676-401
631261-035,CK0986-002,618919-031,CD2717-001,343880-090,343881-412,BQ4632-602,CT0624-100,AT1369-103,AR6374-402,BQ2728-012
BQ4630-500,943806-602,CK5836-100,AQ2456-007,CD5028-900,BQ4631-100,CD0191-009,AV6337-003,CD5029-001,844127-108,EF5902
AT6099-606,AT6100-606,AT5292-606,AT6110-004,AT5292-004,AT5293-004,AT6109-606,AT6107-606,AT7975-606,AT7993-414,BQ5430-401
AT5269-606,AT7946-414,AT7960-104,AT7968-606,AT7967-104,AT7996-606,AT7993-414,CJ1292-703,AT7996-414,CJ1292-401,AT7949-606
CN7664-800,AV2605-101,CU3459-200,AO9820-001,AO9819-001,CD6964-002,CD2153-001,AT1369-103,AO4971-700,AT6174-004,CI3835-002
CD4962-001,BQ5422-200,BQ5467-101,AA7406-006,BQ7043-668,CD3460-010,AQ2456-007,BQ3203-007,BQ3202-011,CD0189-001,AQ2222-200
AO4568-600,AJ4115-060,CT5770-300,CT8919-700,CQ9500-100,AR4347-600,CN7383-300,AR4561-200,AT8241-002,AO3095-100,AT8240-003
705265-006,CT3110-400,CJ0882-001,923112-001,CT3632-001,CK0980-002,864348-019,BQ6826-003,AQ7477-009,704939-103,CD5036-100
CJ0266-001,CJ0267-001,CI9921-001,CJ0270-601,AQ5707-001,AQ5708-201,AQ1289-003,CI9994-001,BV7782-001,AQ1316-500,CI1289-100
AA1636-406,AA1640-002,AH7858-010,AQ8228-102,BQ7043-668,CD3460-010,AA7406-006,AA8027-109,AA8030-108,AH6789-023,CD6615-100
BQ5190-101,CN6916-100,CQ0989-002,BQ5102-400,CT2584-100,CQ2344-100,EF7134,EF7135,EF7141,EF7140,315123-111
CT2692-002,CQ6278-001,CD2182-001,BV4584-001,CD4371-001,CD4372-004,CT5064-001,BQ6166-003,CI3835-002,CN5501-046,BQ2728-012
AO0577-717,AO0578-717,AO0566-606,AO0570-810,AO0571-606,AT7949-606,AT6107-606,AT7968-606,AT7999-414,AJ6959-717,CD4173-606
CU3005-171,CU3004-176,CD5029-001,CU3013-070,325213-139,CI7395-100,AQ0926-001,AJ7695-100,CN8490-100,AJ1285-101,CQ6639-001
AA8018-101,AA8022-107,AA8027-109,AA8030-108,918194-003,918193-700,CD0431-107,AO7351-104,AO7353-105,CT3890-101,AH7858-010
AV6243-400,AH6789-023,CI3868-001,CI3870-100,AR9293-603,AO2924-401,CD6615-100,CD0132-001,CT5229-001,CT5064-001,CQ0492-001
CT2535-001,CT5528-001,CT5064-001,CI3866-100,CK2595-500,CD0113-400,AO4971-700,AT6174-004,CI3899-200,CQ6549-001,CJ0619-100
BQ5430-401,AT7975-606,BQ5435-703,BQ5435-401,CJ1300-401,BQ5427-401,CJ1306-401,AT7993-414,AT7978-414,BQ5469-703,CJ1292-703
AQ0927-100,AQ0926-001,AQ0925-002,AQ4126-100,AH6789-023,CD0132-001,CD6615-100,CI3709-001,CT1264-101,CI3868-001,CI3870-100
AQ4126-100,CI3708-700,921733-104,921826-016,CI7388-600,CT1549-001,CD6615-100,CT4525-001,CD0132-001,CJ0625-700,AQ0927-100
918194-003,AA8022-107,AA8018-101,918193-700,AA8027-109,AA8030-108,CD0431-107,AO7351-104,AO7353-105,CT3890-101,BQ7043-668
AO0578-717,AO0570-810,AO0571-606,AO0566-606,AO0577-717,AT6110-004,AT7997-606,AO3267-080,CD4173-606,CD4159-606,AT7998-104
CK0986-002,631261-035,618919-031,CD2717-001,343880-090,343881-412,CT0624-100,BV1507-001,CD2153-001,CJ9585-600,CN3591-002
BQ5469-703,AQ4174-049,BQ5427-401,BQ5435-703,BQ5435-401,BQ5430-401,CJ1292-703,CJ1292-401,CT1099-093,CD6721-808,CD6720-808
CT5063-100,CK2718-003,CK2719-400,CK9670-100,CK9671-001,AJ6910-009,CI1246-302,BV1712-001,AJ6900-102,AT6817-300,AT5673-700
488161-602,AO3622-006,CK0980-002,832528-001,844127-108,B96339,CD2803-001,CJ0710-004,CN6881-300,F35025,CD8526-446
528895-003,AR5149-005,310805-137,CT5342-007,CD6105-007,414571-030,554724-066,554724-050,487471-003,133000-106,BV5502-600
CD4570-300,BV7756-001,AT8240-003,AT8241-002,CJ0404-001,880848-005,BV0389-001,CJ0509-001,CJ0710-004,CN6881-300,CD7288-001
BQ3203-007,BQ3202-011,AA7406-006,CD7288-001,880848-005,BQ7043-668,CD3460-010,CJ0710-004,CN6881-300,AH7858-010,AQ8228-102
CU3013-070,CI3869-500,CI3871-300,BV5841-800,BQ5972-001,CU3005-171,CU3004-176,CD5029-001,CD0683-600,FW5365,FW5366
CD6720-808,AQ4176-049,AT7898-104,CD6721-808,AQ4174-049,AT5269-606,BQ5469-703,AT7993-414,AT7996-606,AT7996-414,CT1099-093
CJ5472-900,CI3868-001,CI3870-100,AR9293-603,AO2924-401,CD0683-600,CT5229-001,BV6484-002,CD0132-001,CK2531-001,CD2717-001
315123-111,366731-100,CT4328-101,CQ0492-001,CJ1379-001,AA0287-002,315115-112,CD0888-002,CK4363-100,315122-001,CD0887-201
849559-004,849560-001,CD0132-001,CI3868-001,CI3870-100,CI3709-001,AH6789-023,CD6615-100,AQ0927-100,AR9293-603,AO2924-401
AO3095-100,CN3591-002,BV1507-001,CD2153-001,CI3831-200,BQ2728-012,BQ6166-003,CI3835-002,CI7379-400,AQ4126-100,CI1694-300
AR8836-009,918194-003,749747-010,AA8022-107,AA8018-101,844896-002,CD0431-107,AO7351-104,AO7353-105,AA8027-109,CI0808-100
CT5062-100,CK5668-600,AT6175-100,AQ2568-100,CI3867-001,CD0132-001,AH6789-023,CI3709-001,CD6615-100,AV5186-101,CT5229-001
CN2408-001,CJ6971-001,BV6484-002,CI3868-001,CI3870-100,CU3459-200,AR9293-603,AO2924-401,CD0683-600,CI3709-001,CT5229-001
414571-030,CW4409-100,310805-137,CT5342-007,CD6105-007,554724-066,554724-050,133000-106,528895-003,CN2932-100,CI1236-100
CJ2586-100,807471-101,807471-103,749571-154,CJ6106-100,AQ1316-500,CD6404-800,BV7725-500,280648,CQ0989-002,CD4573-001
BQ5240-200,AR4543-013,AT5301-003,AT5303-100,CL9915,CL9913,CL9914,BQ5808-100,BV6348-300,BV4584-001,BQ3610-100
CI1504-100,921733-104,921826-016,CI7388-600,CI3708-700,AQ4126-100,AH6789-023,CI3709-001,CD0132-001,CJ0625-700,CD6615-100
CK2630-700,CK2630-001,FU8940,FU8932,FU8929,FU8941,FU8926,F36760,BV6348-300,CQ0492-001,BC0516
CD5029-001,CU3005-171,CU3004-176,FW2895,FW5365,CW4409-100,FW5366,FW2847,FW2848,FW2818,CU3013-070
CD0189-001,AT8241-002,AT8240-003,AR4561-200,CJ0710-004,CN6881-300,BV7756-001,CD4570-300,AT6109-606,CJ0509-001,BV0389-001
CK1195-101,AR4229-003,AO2605-600,AH7858-010,AQ2222-200,AA1640-002,BQ7043-668,CD3460-010,BQ5467-101,AA1636-406,CN7383-300
CJ1292-401,CJ1292-703,CJ1306-401,CJ1300-401,BQ5427-401,AT7960-104,BQ5469-703,AT7968-606,AT7993-414,AT7997-606,AT7996-414
BQ8928-011,BQ8927-102,BV0417-401,AH1015-010,BV0415-300,AH1016-602,AO9820-001,AO9819-001,CD4371-001,CD4372-004,CK0089-100
BV5841-800,BQ5972-001,CI3869-500,CI3871-300,CU3013-070,CK2531-001,CI3868-001,CI3870-100,CD0683-600,BV6484-002,AR9293-603
CD4387-100,AQ0927-100,AO4971-700,AT6174-004,634835-108,CI3868-001,CI3870-100,AR9293-603,AO2924-401,CJ0636-100,AH6789-023
BV1712-001,CI1246-302,AT6817-300,AR6632-603,AR6631-004,CK2718-003,CK2719-400,CK9670-100,CT5063-100,AT5673-700,AJ6910-009
BV7106-400,BV7099-400,AQ2222-200,CK6357-005,CK6360-001,CD8526-446,CT3509-001,CI9994-001,CN7383-300,AA1640-002,AO4971-700
AQ2210-002,AQ2203-003,CD4573-001,BV5739-500,BV5740-101,CN6867-001,AV6259-500,AR5676-401,AR5677-200,BV0614-005,BV0612-001
AQ2222-200,BV7106-400,BV7099-400,AH7858-010,AA8027-109,AA8030-108,AR5677-200,BQ7043-668,CD3460-010,942851-002,AQ8228-102
BQ4430-400,CI3868-001,CI3870-100,AR9293-603,AO2924-401,BV6484-002,CD0683-600,CT5229-001,CK2531-001,AH6789-023,CI3709-001
CD2717-001,CK0986-002,631261-035,618919-031,343880-090,343881-412,CJ5472-900,AA1625-009,AA1626-602,844127-108,AO9820-001
943806-602,AQ2456-007,CD5028-900,BQ4631-100,CD0191-009,AV6337-003,CK5836-100,CD5029-001,BQ4630-500,EE4185,EG0959
CN2932-100,310805-137,CT5342-007,554724-066,554724-050,414571-030,487471-003,CI1236-100,CD2722-001,CD6105-007,528895-003
CI9994-001,CJ0217-001,AQ7487-201,AA7408-008,AQ7483-001,CJ0267-001,CJ0266-001,CI9921-001,CJ0270-601,AQ1289-003,AQ1316-500
CN6916-100,BQ5190-101,CQ0989-002,BQ5102-400,CT2584-100,CQ2344-100,CD4570-300,CT1726-100,CJ0404-001,BV7756-001,807471-101
CU2708-901,CD6105-007,AR6374-402,310805-137,554724-066,554724-050,BV5502-600,CD2803-001,CT5342-007,AR5149-005,528895-003
BQ6044-100,BQ6046-010,CN5501-046,CT9155-063,AO2982-076,AQ1189-009,CJ0818-146,CJ0861-017,CJ0861-010,CD8526-446,CD3395-006
CD4365-003,CT3867-001,CD4363-103,AQ2730-009,CI3707-100,AQ2731-500,CI3706-100,AT6395-002,AJ6844-007,AO1742-004,BV4584-001
749571-154,807471-101,807471-103,CJ2586-100,AQ0926-001,BQ3610-100,CJ6106-100,AA1625-009,AA1626-602,AJ7695-100,AJ1285-101
CI3835-002,BQ6166-003,BQ2728-012,CD2153-001,BV1507-001,CI3831-200,CN3591-002,CD6964-002,CJ3312-001,AT1369-103,AO9820-001
CJ1306-401,CJ1300-401,AT7996-414,BQ5435-703,BQ5435-401,AT7996-606,CJ1292-401,AT7993-414,CJ1292-703,AT7995-104,BQ5430-401
CW6565-900,AV4126-002,CD3002-103,CK3022-005,CT5342-007,852542-087,CD6105-007,414571-030,133000-106,554724-066,554724-050
AO1742-004,AT6395-002,AJ6844-007,AQ2730-009,CD4363-103,CI3707-100,AQ2731-500,CD4365-003,CT3867-001,CI3706-100,BV4584-001
AT6109-606,AT6110-004,AT6100-606,AT6107-606,AT5292-606,AT5292-004,AT6099-606,AT5293-004,AT7980-606,AT7999-414,CD4173-606
CD4172-606,AO3269-717,CD4156-606,CD4173-606,AO3258-080,AO3267-080,CD4159-606,AJ6959-717,AO0571-606,CD4161-606,AT7978-414
AR4561-200,AH1016-602,AH1015-010,AT8240-003,AT8241-002,AO1023-005,BV7756-001,CD4570-300,CJ0710-004,CN6881-300,AJ4115-060
CD0132-001,CI3709-001,CI7379-400,CD6615-100,CI3868-001,CI3870-100,AH6789-023,AH6799-300,640744-016,CJ0592-001,BQ5613-001
BV1357-003,AQ2567-002,CJ9681-001,CK4122-100,CQ6639-001,CI3709-001,AR9293-603,CK5669-400,CT5543-300,CD0132-001,487754-303
AT3381-008,CI3794-600,BQ6623-070,310805-137,CD6105-007,AR6374-402,BV5502-600,554724-066,554724-050,414571-030,CT5342-007
AT7978-414,BQ5435-703,BQ5435-401,AT7975-606,AT7996-606,AT7996-414,CJ1306-401,BQ5430-401,AT7980-606,AT7995-104,AT7993-414
CJ6106-100,807471-101,807471-103,749571-154,CJ2586-100,CD8526-446,CJ0818-146,BQ6826-003,CT1726-100,BQ4424-700,923112-001
CK0089-100,BV0417-401,BV0415-300,CI1291-400,CI1290-100,CI1718-001,CJ0280-001,CJ0277-002,BQ8928-011,BQ8927-102,AH1015-010
CT7695-401,BV9977-101,CU9174-600,CW4286-100,CT7698-600,CQ6639-001,AH6789-023,CD6615-100,CN8490-100,CI3868-001,CI3870-100
AO3258-080,CD4156-606,CD4159-606,CD4172-606,AJ6959-717,AO3267-080,AO3269-717,CD4161-606,CD4173-606,BQ5427-401,AT5292-606
BQ0129-106,CT3890-101,AA8027-109,AA8030-108,AO7351-104,AO7353-105,CD0132-001,CI3709-001,AH6789-023,CD6615-100,CD0431-107
AQ0114-101,BQ3177-100,CI2668-004,CD5007-102,CU5646-001,AR4225-003,AR4225-100,CD5050-400,AO2434-101,CD0188-101,CU5133-600
AO1023-005,AH6789-023,CD6615-100,CT5064-001,CD0132-001,AH8050-100,CT2535-001,CI3868-001,CI3870-100,CT5528-001,CT1264-101
CW4409-100,414571-030,CT5342-007,310805-137,CD6105-007,554724-066,554724-050,528895-003,133000-106,487471-003,AR5149-005
BQ1896-002,CJ9712-001,CN7383-300,AT8242-009,AT2863-100,BV7766-100,CN6928-300,BV7757-500,BV1134-001,AJ4115-060,AR4347-600
AO3116-004,BV6344-001,CI5646-200,CI9367-301,BV7757-500,BV6348-300,CN7383-300,AJ4115-060,AQ0927-100,BV0614-005,AQ2222-200
